Date,Open,High,Low,Close,Adj Close,Volume
2023-12-14,29.000000,31.700001,29.000000,31.420000,31.420000,18492400
2023-12-15,31.750000,32.320000,30.665001,31.219999,31.219999,15125800
2023-12-18,30.629999,31.559999,30.160000,30.600000,30.600000,8284800
2023-12-19,30.879999,33.910000,30.760000,32.279999,32.279999,17646400
2023-12-20,32.000000,32.660000,29.690001,29.730000,29.730000,12236100
2023-12-21,30.639999,31.080000,29.070000,29.420000,29.420000,10534000
2023-12-22,29.700001,29.950001,28.420000,28.740000,28.740000,9783900
2023-12-26,28.900000,29.889999,28.659000,29.469999,29.469999,7758200
2023-12-27,29.709999,30.459999,29.400000,30.049999,30.049999,9300300
2023-12-28,30.000000,31.129999,29.790001,30.230000,30.230000,8979400
2023-12-29,30.180000,30.200001,28.559999,28.709999,28.709999,10659600
